"Alya"|"Adrien"|-0.136602997779846|0.361|"You mean like the other day at the square?"|"2"|"44"|"Anansi"
"Adrien"|"Marinette"|-0.688606411218643|0|"What happened?"|"2"|"44"|"Anansi"
"Marinette"|"Nora"|-0.0554611682891846|0.273|" Well… we came across a man handing out flyersNora thought the man was akumatized and wanted to turn Alya into a banana-zombie."|"2"|"44"|"Anansi"
"Nora"|"Marinette"|-0.773438647389412|-0.697|" Uh...uh...how was I supposed to know it was some stupid costume? And besides, what would happen if the Ferris wheel stopped working 'cause some akumatized dude refused to pay his fare? Once you fly-weights can actually defend yourselves like mewe'll talk about it."|"2"|"44"|"Anansi"
"Marinette"|"Nora"|-0.601961553096771|0.109|" It doesn't matter, because Ladybug and Cat Noir would save us if there were any problems."|"2"|"44"|"Anansi"
"Nora"|"Nino"|-0.563074946403503|0|" Uh-huh. And what if Mister Whiskers is catching a mouse and that Beetle's been sprayed with bug spray? What do you do then? "|"2"|"44"|"Anansi"
"Nino"|"Nora"|0.534590482711792|0.382|" I can protect Alya if I have to."|"2"|"44"|"Anansi"
"Nora"|"Nino"|-0.576387345790863|-0.713|" Oh yeah? And how exactly are you planning to defeat the villain? A dance-off? "|"2"|"44"|"Anansi"
"Nino"|"Nora"|-0.14518404006958|0.382|"I'd… do anything to protect Alya. "|"2"|"44"|"Anansi"
"Nora"|"Alya"|0.0963623523712158|0.556|" Hmm, ha! Okay, Alya can go out with you guys…if… you beat me at an arm wrestle."|"2"|"44"|"Anansi"
"Alya"|"Adrien"|-0.76210780441761|0.637|" Please, don't arm-wrestle on my account. I don't need to be protected."|"2"|"44"|"Anansi"
"Adrien"|"Nino"|-0.722933351993561|0.374|"Nino, you don't stand a chance against Anansi; she's way too strong."|"2"|"44"|"Anansi"
"Nino"|"Adrien"|0.115031003952026|0|"Hey, dude!"|"2"|"44"|"Anansi"
"Adrien"|"Marinette"|-0.530187249183655|0.25|" Sorry, Nino; I'm sure we'll work something out."|"2"|"44"|"Anansi"
"Marinette"|"Alya"|-0.339874744415283|-0.153|" We gotta go, or else we'll miss the fireworks."|"2"|"44"|"Anansi"
"Alya"|"Marinette and Nino"|-0.711454004049301|-0.226|"Forget it; you guys go without me."|"2"|"44"|"Anansi"
"Marinette and Nino"|"Marinette"|-0.515446186065674|0|" Huh?!"|"2"|"44"|"Anansi"
"Marinette"|"Nino and Alya"|-0.645738959312439|-0.359|" No way!Okay, Nino will arm-wrestle you."|"2"|"44"|"Anansi"
"Nino and Alya"|"Marinette"|-0.612575769424438|0|" What? "|"2"|"44"|"Anansi"
"Marinette"|"Alya"|0.541285753250122|0.226|" Nino will prove his worth to us that he can defend Alya and every one of us, because—"|"2"|"44"|"Anansi"
"Alya"|"Marinette"|0.257256865501404|0|"Marinette, what are you doing?"|"2"|"44"|"Anansi"
"Marinette"|"Nino"|0.293315291404724|0.859|"Don't worry, I got this.Because… uhh, because love and, uh, friendship, mmm, make your muscles bulge."|"2"|"44"|"Anansi"
"Nino"|"Adrien"|0.373223423957825|0.625|"Yeah, thanks Marinette."|"2"|"44"|"Anansi"
"Adrien"|"Nino"|0.589290618896484|0.474|"All right! In position. Ready. Set.Go!"|"2"|"44"|"Anansi"
"Nino"|"Nora"|-0.397783815860748|0|" Yaaaaa! "|"2"|"44"|"Anansi"
"Nora"|"Alya"|0.249763011932373|0|" Really? Is that all you got?"|"2"|"44"|"Anansi"
"Alya"|"Nora"|-0.751447826623917|0|" She's gonna rip his arm off. "|"2"|"44"|"Anansi"
"Nora"|"Marinette"|-0.249290764331818|0|" "|"2"|"44"|"Anansi"
"Marinette"|"Nora"|0.0237938165664673|0|"Over there, an akuma! "|"2"|"44"|"Anansi"
"Nora"|"Adrien"|-0.612575769424438|0|"What?!"|"2"|"44"|"Anansi"
"Adrien"|"Marinette"|0.410277009010315|0.624|" And the winner is… Nino!"|"2"|"44"|"Anansi"
"Marinette"|"Nino"|-0.701044768095016|-0.542|"Oops, my bad; it was just a fly."|"2"|"44"|"Anansi"
"Nino"|"Marinette"|-0.560151398181915|0|" Hmm? "|"2"|"44"|"Anansi"
"Marinette"|"Nora"|0.562982201576233|-0.052|" You rock, Nino. Come on, let's go. If we leave now we'll get there just in time."|"2"|"44"|"Anansi"
"Nora"|"Alya"|-0.804021060466766|-0.706|"You're a bunch of cheaters. There's no way I could've been beaten by that fly-weight. If I hadn't been distracted, I—"|"2"|"44"|"Anansi"
"Alya"|"Marinette"|-0.655812293291092|-0.602|" That's it, Nora! You lost the challenge, so deal with it. I've had it with your overprotective big-sis-smothering. I'm going out with my BFFs and I don't care what you think. Alya out. "|"2"|"44"|"Anansi"
"Marinette"|"Hawk Moth"|-0.721128404140472|0|" Uh, see you, Nora—I mean, Anansi. "|"2"|"44"|"Anansi"
"Hawk Moth"|"Nora"|0.403141975402832|0.439|" A big sister with the best of intentions, unappreciated and unwanted — ideal prey for my akumas.Fly away, my little akuma, and evilize her broken spirit!"|"2"|"44"|"Anansi"
"Nora"|"Hawk Moth"|-0.736381351947784|-0.802|"They don't understand. They have no idea of the dangers. They're so clueless."|"2"|"44"|"Anansi"
"Hawk Moth"|"Nora"|0.125145435333252|-0.622|"Anansi, I am Hawk Moth. They didn't want your support and protection. Well, I'm giving you the power to show them just how dangerous the world really is. In return, you must defeat Ladybug and Cat Noir and bring me their Miraculous."|"2"|"44"|"Anansi"
"Nora"|"Marinette"|0.301810741424561|0|" Let the match begin, Hawk Moth. "|"2"|"44"|"Anansi"
"Marinette"|"Alya"|0.28569483757019|0|" Just in time! Look at that!"|"2"|"44"|"Anansi"
"Alya"|"Nino"|-0.445419609546661|0|" Wow!What's up?"|"2"|"44"|"Anansi"
"Nino"|"Adrien"|-0.759307563304901|0|" Oh, ah… nothing."|"2"|"44"|"Anansi"
"Adrien"|"Marinette"|0.498962879180908|0.79|"Whoa! It's beautiful, thank you, guys.Marinette, behind you! I saw something go by; what was it?"|"2"|"44"|"Anansi"
"Marinette"|"Nino"|-0.717013388872147|0|"I don't see anything. Maybe it was a bird."|"2"|"44"|"Anansi"
"Nino"|"Alya"|-0.62494033575058|0.151|"Dude, please don't tell me we're gonna be stuck up here!"|"2"|"44"|"Anansi"
"Alya"|"Marinette"|-0.468942582607269|0.382|"I thought you said you were going to protect us."|"2"|"44"|"Anansi"
"Marinette"|"Nino"|-0.672721058130264|0|"Over there!A supervillain! "|"2"|"44"|"Anansi"
"Nino"|"Alya"|-0.671898901462555|-0.276|"Uh, may-maybe you shouldn't film her, Alya. You don't wanna attract her over here."|"2"|"44"|"Anansi"
"Alya"|"Adrien"|0.41620659828186|0.153|" A new scoop for the Ladyblog. Ladybug and Cat Noir should be showing up any minute."|"2"|"44"|"Anansi"
"Adrien"|"Adrien"|-0.744300752878189|-0.44|"Uh… uh… I think my wifi is losing signal.My friends are in danger."|"2"|"44"|"Anansi"
"Adrien"|"Anansi"|-0.651455760002136|0|" Plagg, claws out!"|"2"|"44"|"Anansi"
"Anansi"|"Marinette, Alya and Nino"|-0.231993854045868|0.494|"Well, well. There you are, fly-weights."|"2"|"44"|"Anansi"
"Marinette, Alya and Nino"|"Anansi"|0.141003727912903|0|"Nora?!"|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|-0.427847564220428|-0.292|" Nora's not here to protect you anymore. I am Anansi, super-spider. "|"2"|"44"|"Anansi"
"Cat Noir"|"Anansi"|-0.723502576351166|-0.649|"All those arms, that's convenient, but you destroyed my scratching post."|"2"|"44"|"Anansi"
"Anansi"|"Alya"|0.44926655292511|0.494|" Need a hand, kitty cat? "|"2"|"44"|"Anansi"
"Alya"|"Anansi"|-0.58487468957901|-0.359|"Nora… no!"|"2"|"44"|"Anansi"
"Anansi"|"Anansi"|-0.724758744239807|-0.296|" You're no match for me, kitten.Go fetch the Ferris wheel."|"2"|"44"|"Anansi"
"Anansi"|"Nino"|-0.425474762916565|0.657|" Now that you can't cheat anymore, cappie, show us just how you plan to protect your friends.Come and get her if you're not a fly-weight!"|"2"|"44"|"Anansi"
"Nino"|"Marinette"|-0.557039171457291|0|"Alya! "|"2"|"44"|"Anansi"
"Marinette"|"Nino"|-0.367151200771332|0|" Nino!Nino, wait!"|"2"|"44"|"Anansi"
"Nino"|"Marinette"|-0.490321397781372|-0.372|"I'm not a fly-weight and I don't need your help to prove it! "|"2"|"44"|"Anansi"
"Marinette"|"Marinette"|-0.638372927904129|-0.176|"Tikki, I think I messed up; we've gotta stop Nino...and save Alya!"|"2"|"44"|"Anansi"
"Marinette"|"Female civilian"|-0.499254763126373|0|"Tikki, spots on! Ah!"|"2"|"44"|"Anansi"
"Female civilian"|"Ladybug"|0.554375052452087|0.361|" Thank you, Cat Noir."|"2"|"44"|"Anansi"
"Ladybug"|"Cat Noir"|-0.24738085269928|0.649|" You do pretty well without me, I see."|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|0.350592374801636|0.645|" Yup, but it's so much nicer when you're here, M'Lady."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.416139006614685|0.679|" Let's go show that spider what two superheroes are capable of! Ha!"|"2"|"44"|"Anansi"
"Nino"|"Alya"|-0.557039171457291|0|" Alya! "|"2"|"44"|"Anansi"
"Alya"|"Anansi"|-0.697360277175903|0|" Nino, don't stick around."|"2"|"44"|"Anansi"
"Anansi"|"Nino"|0.543481349945068|0.649|" Well, well, well. Look who it is."|"2"|"44"|"Anansi"
"Nino"|"Anansi"|-0.41607654094696|0|"Anansi! You let Alya go right now! "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.755547508597374|-0.776|" Oh yeah?And how exactly is a weak little fly-weight gonna force me to release my prisoner?"|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|-0.540147364139557|-0.126|" Watch out! You need to leave this to the professionals. "|"2"|"44"|"Anansi"
"Nino"|"Anansi"|-0.522705465555191|0|"This isn't over, spider!"|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.374748945236206|-0.337|"So it's two versus one now? Fine with me! Round two… fight! "|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.624045819044113|0|" Cat Noir! "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.00285071134567261|0|" On the floor already? We just started! "|"2"|"44"|"Anansi"
"Ladybug"|"Cat Noir"|-0.244829058647156|0.226|" Are you okay? "|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|-0.695149570703506|0.34|" Everything except my pride."|"2"|"44"|"Anansi"
"Ladybug"|"Cat Noir"|0.0695226192474365|0|" The Akuma must be in her headgear."|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|-0.647841691970825|0.757|" Yeah, but she's so strong we can't even get near her."|"2"|"44"|"Anansi"
"Ladybug"|"Cat Noir"|-0.0307692289352417|-0.402|" Okay, change of plan. I take care of Anansi, you release the prisoner; it'll distract her enough to drop her guard."|"2"|"44"|"Anansi"
"Cat Noir"|"Anansi"|0.00671482086181641|0|" Look out! "|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|0.0555521249771118|-0.602|"Ding, ding, ding, bell's ringin'! Round three. FIGHT! "|"2"|"44"|"Anansi"
"Cat Noir"|"Anansi"|-0.506770074367523|0|" Huh? Seriously?Oh… uh… M'Lady? I think I got myself into a sticky situation."|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.207356572151184|0.361|" Looks like I've already got a catch. You'll be next, beetle."|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.635005086660385|0|" I don't think so! "|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|-0.65524822473526|0.361|"You're like a cat caught in a spider's web."|"2"|"44"|"Anansi"
"Cat Noir"|"Anansi"|-0.631847620010376|0|" Technically speaking, spiders don't actually eat cats."|"2"|"44"|"Anansi"
"Anansi"|"Hawk Moth"|-0.392029345035553|0|" I suggest we make an exception for you, kitty cat."|"2"|"44"|"Anansi"
"Hawk Moth"|"Nino"|0.385807037353516|0|"Anansi, grab his Miraculous from him."|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|-0.251872420310974|0.226|" Are you okay, dude—uh, I mean, Ladybug?"|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.0494095087051392|0.694|" Yeah, but we're gonna need some help! square candle appears) A candle?Of course! But I don't have enough time to do a round trip."|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|0.0245379209518433|-0.141|" Maybe I could help you?Uh, I get it. It's cool. I'm no superhero. I'd tried to save Alya, but… guess I'm not strong enough."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|-0.216324090957642|0|" Let me tell you a secret, uh… "|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|0.0435789823532104|0|" Nino. The name's Nino."|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.335753977298737|0.785|" Nino. When you're facing a supervillain, strength doesn't make a difference. Courage and determination do.We can't let Anansi get Cat Noir's Miraculous. Use this to defend yourself and distract her. I won't be long. "|"2"|"44"|"Anansi"
"Anansi"|"Hawk Moth"|-0.394571483135223|-0.178|" Where did you hide your earrings, kitty cat?"|"2"|"44"|"Anansi"
"Hawk Moth"|"Anansi"|0.503695845603943|0.474|"Anansi, the earrings are Ladybug's Miraculous!Ugh, Cat Noir's magic jewel is a ring!"|"2"|"44"|"Anansi"
"Anansi"|"Nino"|-0.517629832029343|0|" Why didn't you just say so?"|"2"|"44"|"Anansi"
"Nino"|"Anansi"|-0.149621069431305|0|" Hey arachnid!"|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|0.0189969539642334|0|" Ah, so you're back, cappie?"|"2"|"44"|"Anansi"
"Ladybug"|"Marinette"|-0.00975722074508667|0.511|"I trust you, Nino. "|"2"|"44"|"Anansi"
"Marinette"|"Master Fu"|0.0250940322875977|0|"Master, Nino won't hold off Anansi for long. She's about to get a hold of Cat Noir's Miraculous!"|"2"|"44"|"Anansi"
"Master Fu"|"Marinette"|0.624267935752869|0.902|" We can't let that happen.Marinette Dupain-Cheng, pick an ally you can trust to fight alongside you on this mission. Choose wisely; such power's on hand to serve a greater good. Once the mission is over, you must retrieve the Miraculous from them."|"2"|"44"|"Anansi"
"Marinette"|"Master Fu"|0.742731809616089|0.294|"I need a protective Miraculous.That's the one I need, Master!Uh, if it's okay with you."|"2"|"44"|"Anansi"
"Master Fu"|"Marinette"|0.537834525108337|0|"Do you have someone in mind, Marinette? "|"2"|"44"|"Anansi"
"Marinette"|"Anansi"|0.615607261657715|0|"Actually, I think I found just the right person."|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|-0.616876244544983|0.66|"Wow, be careful. What are you trying to do with that little stick?"|"2"|"44"|"Anansi"
"Cat Noir"|"Anansi"|-0.380772888660431|-0.571|"On your left; no, on your right. No, the other right!"|"2"|"44"|"Anansi"
"Anansi"|"Hawk Moth"|-0.75652115046978|-0.527|"You're gonna hurt yourself."|"2"|"44"|"Anansi"
"Hawk Moth"|"Alya"|0.247276306152344|0|"Anansi, enough toying with your prey. Concentrate on seizing Cat Noir's Miraculous!"|"2"|"44"|"Anansi"
"Alya"|"Nino"|-0.533140927553177|0|" Nino!"|"2"|"44"|"Anansi"
"Nino"|"Anansi"|0.0973314046859741|0|" So, who's the fly-weight now, huh?"|"2"|"44"|"Anansi"
"Anansi"|"Nino"|-0.673180609941483|-0.475|" All right, big Boy.I suggest you stay down, cappie.You're gonna regret this, big time!"|"2"|"44"|"Anansi"
"Nino"|"Cat Noir"|-0.647211343050003|0.206|" You shouldn't have underestimated me, legs. "|"2"|"44"|"Anansi"
"Cat Noir"|"Alya"|0.662925839424133|0.44|"Your friend's good at this."|"2"|"44"|"Anansi"
"Alya"|"Anansi"|-0.483348071575165|0.392|" Yeah, but I sure hope Ladybug comes back before he gets bad at it."|"2"|"44"|"Anansi"
"Anansi"|"Nino"|0.236051797866821|0|"Game over. Time to fly, lightweight! "|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|0.250221014022827|0.44|" Thanks, Ladydude—uh, I mean, Ladybug."|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.630843132734299|0.44|" Thanks for dropping by...dude. "|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|-0.142886817455292|0|"It's just you and me, kitty cat."|"2"|"44"|"Anansi"
"Cat Noir"|"Hawk Moth"|-0.339192450046539|0|" Hey, spider, guess what. Cataclysm!"|"2"|"44"|"Anansi"
"Hawk Moth"|"Anansi"|-0.732226520776749|-0.757|"No! Don't touch his ring; it's charged with destructive energy!"|"2"|"44"|"Anansi"
"Anansi"|"Hawk Moth"|-0.345887541770935|-0.652|" Hey, make up your mind, Mothy; I couldn't care less about his Miraculous. You're the one who's been nagging me about it all evening."|"2"|"44"|"Anansi"
"Hawk Moth"|"Anansi"|-0.647469460964203|0|"Cat Noir has called on his power but he can't use it. Just be patient and wait for him to transform back. Then the ring will be uncharged once again and you'll be able to take it from him."|"2"|"44"|"Anansi"
"Anansi"|"Cat Noir"|-0.0613017678260803|0|"Whatever, if you say so. "|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|-0.114716827869415|0|"Hurry up, Ladybug."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.048615574836731|0.844|"I'm gonna need your help again. Do you still wanna save your friend?"|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|0.635269999504089|0|"I'll do anything for her."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.608821511268616|0.743|" Nino Lahiffe,this is the Miraculous of the turtle, which grants the power of protection. You will use it for the greater good."|"2"|"44"|"Anansi"
"Nino"|"Wayzz"|0.125375151634216|0|"Whoa, dude!"|"2"|"44"|"Anansi"
"Wayzz"|"Nino"|0.655464649200439|0|" Hello, my name is Wayzz."|"2"|"44"|"Anansi"
"Nino"|"Wayzz"|0.699015021324158|0.361|" Hey little guy, what are you, a genie like in those fairy tales?"|"2"|"44"|"Anansi"
"Wayzz"|"Ladybug"|0.313798666000366|0.678|" I am a kwami. I can't grant wishes, but I can give you super powers."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.611329913139343|0.511|" Once the job is done, you must return the Miraculous to me. Can I trust you?"|"2"|"44"|"Anansi"
"Nino"|"Wayzz"|0.420650839805603|0|" You bet, dudette."|"2"|"44"|"Anansi"
"Wayzz"|"Nino"|-0.30810421705246|0|" Then all you have to say is: Wayzz, shell on!"|"2"|"44"|"Anansi"
"Nino"|"Carapace"|-0.110806405544281|0|" Wayzz, shell on!"|"2"|"44"|"Anansi"
"Carapace"|"Ladybug"|0.047014594078064|-0.4|"That's crazy!"|"2"|"44"|"Anansi"
"Ladybug"|"Carapace"|0.215243220329285|0.898|" Stay focused! We have to hurry before Cat Noir transforms back. And we need him to save Alya. Lucky Charm! "|"2"|"44"|"Anansi"
"Carapace"|"Ladybug"|-0.492480218410492|0.37|" Boxing gloves? You're not gonna fight Anansi directly, are you?"|"2"|"44"|"Anansi"
"Ladybug"|"Carapace"|0.141722440719604|0.778|" Why not? It's a simple plan, but you have to protect us — me, Cat Noir and Alya.You've already proved you're capable of doing it."|"2"|"44"|"Anansi"
"Carapace"|"Anansi"|0.450066804885864|0|" Hey, six-hands! Catch this! "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.29148930311203|0|"Change of pet? You replaced your kitty with a turtle?"|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.542372643947601|0.087|" I love animals, but I'm not into spiders. Ha! "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.715717285871506|0.126|" Ha! Missed me."|"2"|"44"|"Anansi"
"Ladybug"|"Hawk Moth"|-0.335427939891815|0.739|" Did I?Anansi! I challenge you. One round. You win, you get my Miraculous. I win, you release your prisoners. What do you have to lose?In a few minutes, Cat Noir will transform back anyway."|"2"|"44"|"Anansi"
"Hawk Moth"|"Anansi"|-0.569586485624313|-0.38|"Don't listen to her; it's a trap!"|"2"|"44"|"Anansi"
"Anansi"|"Anansi"|-0.666186690330505|-0.6|" Don't worry, butterfly man, this nasty bug ain't no match for Anansi.I'll devour you, li'l nasty bug."|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|0.238476872444153|0|" One punch will be enough."|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.640774011611938|0|"You can't punch the wind. "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.59176367521286|0|" It's over. "|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.3477743268013|0.273|" One punch, huh? Well, maybe if you could actually land one."|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.777465894818306|0|" Shut up!"|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.636194467544556|-0.402|"Why, do you have trouble doing two things at the same time? "|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|0.226264834403992|0|"Stay still!"|"2"|"44"|"Anansi"
"Ladybug"|"Anansi"|-0.671462833881378|0.202|"You're so weak that when you're shadow-boxing, your shadow wins!"|"2"|"44"|"Anansi"
"Anansi"|"Ladybug"|-0.288665652275085|-0.355|" Shadow THIS!You can't win this fight, so give up and give me your Miraculous!"|"2"|"44"|"Anansi"
"Ladybug"|"Ladybug"|-0.198438286781311|0.402|" You wish."|"2"|"44"|"Anansi"
"Ladybug"|"Carapace"|0.630312085151672|0|"It's all up to you, Captain Turtle.Use your power now!"|"2"|"44"|"Anansi"
"Carapace"|"Cat Noir"|0.0710574388504028|0|" At your service, dude—Uh, Ladybug.Shell-ter! Shiaaah!"|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|-0.636374980211258|0|"You're not really replacing me with a turtle, are you? "|"2"|"44"|"Anansi"
"Ladybug"|"Ladybug"|-0.609234809875488|0.173|" Not now, kitty.Throw like a ladybug, scratch like a cat!"|"2"|"44"|"Anansi"
"Ladybug"|"Nora"|-0.19311660528183|-0.472|" No more evil-doing for you, little akuma. Time to de-evilize!Gotcha!Bye-bye little butterfly.Miraculous Ladybug!"|"2"|"44"|"Anansi"
"Nora"|"Cat Noir"|-0.197318851947784|0|" The Beetle and Mister Whiskers? What's going on here?"|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug"|-0.624887824058533|-0.039|" Uh, sorry, guys, but I've gotta split. "|"2"|"44"|"Anansi"
"Ladybug"|"Cat Noir"|-0.128352880477905|0|" Cat Noir!You know you're irreplaceable."|"2"|"44"|"Anansi"
"Cat Noir"|"Ladybug and Carapace"|0.0354734659194946|0|"Mm-hmm. "|"2"|"44"|"Anansi"
"Ladybug and Carapace"|"Alya"|-0.271977782249451|0|"Pound it!"|"2"|"44"|"Anansi"
"Alya"|"Carapace"|0.597525238990784|0|" Whoa, this is a first for the Ladyblog. A brand new superhero! What's your name?"|"2"|"44"|"Anansi"
"Carapace"|"Ladybug"|0.0439121723175049|0|" Uh…Huh… Carapace. Call me Carapace."|"2"|"44"|"Anansi"
"Ladybug"|"Alya"|0.662397980690002|0|"See you later, bugheads. "|"2"|"44"|"Anansi"
"Alya"|"Carapace"|0.690653920173645|0|"And stay connected."|"2"|"44"|"Anansi"
"Carapace"|"Nino"|-0.788331225514412|0|"Shell off. "|"2"|"44"|"Anansi"
"Nino"|"Ladybug"|0.306511163711548|0.637|"Thank you for trusting me."|"2"|"44"|"Anansi"
"Ladybug"|"Nino"|0.0980991125106812|0.421|" You were a true superhero, Nino."|"2"|"44"|"Anansi"
"Nino"|"Hawk Moth"|-0.628176748752594|0|"Uhh…"|"2"|"44"|"Anansi"
"Hawk Moth"|"Nino"|-0.424509942531586|-0.298|" You're gaining more allies, Ladybug, but don't rush to rejoice. Soon you might just be outnumbered. "|"2"|"44"|"Anansi"
"Nino"|"Alya"|-0.2352215051651|0.567|"Hey, you okay? You weren't too scared, were you?"|"2"|"44"|"Anansi"
"Alya"|"Nino"|-0.548266589641571|0.612|" I'm fine. I saw that you tried to save me."|"2"|"44"|"Anansi"
"Nino"|"Alya"|-0.188013672828674|-0.512|" Uhm. Actually… no, I didn't do much. It's not like I'm a superhero or anything. "|"2"|"44"|"Anansi"
"Alya"|"Nora"|0.678027868270874|0.832|"I know perfectly well what you're like."|"2"|"44"|"Anansi"
"Nora"|"Marinette"|-0.779224410653114|-0.248|" Fly-weights!Truth is…I did lose the match…and my cool. Sorry about everything that went down."|"2"|"44"|"Anansi"
"Marinette"|"Nora"|-0.778106853365898|0.309|" Nor—uuh, uuh, Anansi. I...actually...you didn't lose the game."|"2"|"44"|"Anansi"
"Nora"|"Marinette"|-0.515446186065674|0|" Huh?"|"2"|"44"|"Anansi"
"Marinette"|"Nora"|-0.578258663415909|0.318|" I helped Nino to win by distracting you. I'm sorry."|"2"|"44"|"Anansi"
"Nora"|"Alya"|-0.0457308292388916|0.571|" Hey! We're cool, Marinette.It's no big deal.Cappie proved that he doesn't need muscles to be strong."|"2"|"44"|"Anansi"
"Alya"|"Nino"|0.647557735443115|0.727|"Want a scoop? You're the best."|"2"|"44"|"Anansi"
